2025-04-11 18:38:50,368 [INFO] Loading data...
2025-04-11 18:38:50,498 [INFO] Loaded 3274 training sequences and 834 test sequences
2025-04-11 18:38:50,498 [INFO] Created DataLoader with batch size 32
2025-04-11 18:38:50,499 [INFO] Creating model with 124 questions and 200 hidden units
2025-04-11 18:38:50,500 [INFO] Using device: cpu
2025-04-11 18:41:41,912 [INFO] Epoch 4, Batch 2: Loss = 0.4480
2025-04-11 18:41:42,284 [INFO] Epoch 4, Batch 3: Loss = 0.6740
2025-04-11 18:41:42,637 [INFO] Epoch 4, Batch 4: Loss = 0.5632
2025-04-11 18:41:43,032 [INFO] Epoch 4, Batch 5: Loss = 0.6665
2025-04-11 18:41:43,343 [INFO] Epoch 4, Batch 6: Loss = 0.5772
2025-04-11 18:41:43,948 [INFO] Epoch 4, Batch 7: Loss = 0.2634
2025-04-11 18:41:44,586 [INFO] Epoch 4, Batch 8: Loss = 0.4233
2025-04-11 18:41:45,006 [INFO] Epoch 4, Batch 9: Loss = 0.6211
2025-04-11 18:41:46,093 [INFO] Epoch 4, Batch 10: Loss = 0.4044
2025-04-11 18:41:46,467 [INFO] Epoch 4, Batch 11: Loss = 0.4146
2025-04-11 18:41:47,052 [INFO] Epoch 4, Batch 12: Loss = 0.4436
2025-04-11 18:41:47,566 [INFO] Epoch 4, Batch 13: Loss = 0.2946
2025-04-11 18:41:48,019 [INFO] Epoch 4, Batch 14: Loss = 0.3040
2025-04-11 18:41:48,519 [INFO] Epoch 4, Batch 15: Loss = 0.5890
2025-04-11 18:41:49,172 [INFO] Epoch 4, Batch 16: Loss = 0.6835
2025-04-11 18:41:49,499 [INFO] Epoch 4, Batch 17: Loss = 0.6476
2025-04-11 18:41:49,916 [INFO] Epoch 4, Batch 18: Loss = 0.6308
2025-04-11 18:41:50,474 [INFO] Epoch 4, Batch 19: Loss = 0.3537
2025-04-11 18:41:50,893 [INFO] Epoch 4, Batch 20: Loss = 0.6711
2025-04-11 18:41:51,343 [INFO] Epoch 4, Batch 21: Loss = 0.6019
2025-04-11 18:41:51,680 [INFO] Epoch 4, Batch 22: Loss = 0.6230
2025-04-11 18:41:51,989 [INFO] Epoch 4, Batch 23: Loss = 0.6087
2025-04-11 18:41:52,336 [INFO] Epoch 4, Batch 24: Loss = 0.4329
2025-04-11 18:41:52,767 [INFO] Epoch 4, Batch 25: Loss = 0.6400
2025-04-11 18:41:53,242 [INFO] Epoch 4, Batch 26: Loss = 0.4007
2025-04-11 18:41:53,886 [INFO] Epoch 4, Batch 27: Loss = 0.3345
2025-04-11 18:41:54,300 [INFO] Epoch 4, Batch 28: Loss = 0.6156
2025-04-11 18:41:54,910 [INFO] Epoch 4, Batch 29: Loss = 0.6928
2025-04-11 18:41:55,887 [INFO] Epoch 4, Batch 30: Loss = 0.3385
2025-04-11 18:41:56,441 [INFO] Epoch 4, Batch 31: Loss = 0.5004
2025-04-11 18:41:56,992 [INFO] Epoch 4, Batch 32: Loss = 0.4339
2025-04-11 18:41:57,312 [INFO] Epoch 4, Batch 33: Loss = 0.4912
2025-04-11 18:41:57,452 [INFO] Epoch 4, Batch 34: Loss = 0.6610
2025-04-11 18:41:58,440 [INFO] Epoch 4, Batch 35: Loss = 0.3501
2025-04-11 18:41:58,551 [INFO] Epoch 4, Batch 36: Loss = 0.6936
2025-04-11 18:41:59,017 [INFO] Epoch 4, Batch 37: Loss = 0.6752
2025-04-11 18:41:59,548 [INFO] Epoch 4, Batch 38: Loss = 0.6165
2025-04-11 18:42:00,133 [INFO] Epoch 4, Batch 39: Loss = 0.5412
2025-04-11 18:42:00,469 [INFO] Epoch 4, Batch 40: Loss = 0.3953
2025-04-11 18:42:00,958 [INFO] Epoch 4, Batch 41: Loss = 0.4374
2025-04-11 18:42:01,702 [INFO] Epoch 4, Batch 42: Loss = 0.4090
2025-04-11 18:42:02,010 [INFO] Epoch 4, Batch 43: Loss = 0.6303
2025-04-11 18:42:02,504 [INFO] Epoch 4, Batch 44: Loss = 0.7079
2025-04-11 18:42:03,044 [INFO] Epoch 4, Batch 45: Loss = 0.5732
2025-04-11 18:42:03,619 [INFO] Epoch 4, Batch 46: Loss = 0.6219
2025-04-11 18:42:04,076 [INFO] Epoch 4, Batch 47: Loss = 0.5961
2025-04-11 18:42:04,478 [INFO] Epoch 4, Batch 48: Loss = 0.3014
2025-04-11 18:42:04,970 [INFO] Epoch 4, Batch 49: Loss = 0.5492
2025-04-11 18:42:05,495 [INFO] Epoch 4, Batch 50: Loss = 0.4447
2025-04-11 18:42:05,879 [INFO] Epoch 4, Batch 51: Loss = 0.4420
2025-04-11 18:42:06,195 [INFO] Epoch 4, Batch 52: Loss = 0.4355
2025-04-11 18:42:06,557 [INFO] Epoch 4, Batch 53: Loss = 0.5974
2025-04-11 18:42:06,814 [INFO] Epoch 4, Batch 54: Loss = 0.5921
2025-04-11 18:42:07,036 [INFO] Epoch 4, Batch 55: Loss = 0.3202
2025-04-11 18:42:07,486 [INFO] Epoch 4, Batch 56: Loss = 0.4204
2025-04-11 18:42:07,882 [INFO] Epoch 4, Batch 57: Loss = 0.6586
2025-04-11 18:42:08,578 [INFO] Epoch 4, Batch 58: Loss = 0.3814
2025-04-11 18:42:09,103 [INFO] Epoch 4, Batch 59: Loss = 0.5857
2025-04-11 18:42:09,800 [INFO] Epoch 4, Batch 60: Loss = 0.3971
2025-04-11 18:42:10,431 [INFO] Epoch 4, Batch 61: Loss = 0.5128
2025-04-11 18:42:10,666 [INFO] Epoch 4, Batch 62: Loss = 0.7301
2025-04-11 18:42:10,995 [INFO] Epoch 4, Batch 63: Loss = 0.4328
2025-04-11 18:42:11,270 [INFO] Epoch 4, Batch 64: Loss = 0.5226
2025-04-11 18:42:11,776 [INFO] Epoch 4, Batch 65: Loss = 0.3572
2025-04-11 18:42:12,327 [INFO] Epoch 4, Batch 66: Loss = 0.6017
2025-04-11 18:42:12,436 [INFO] Epoch 4, Batch 67: Loss = 0.6488
2025-04-11 18:42:12,726 [INFO] Epoch 4, Batch 68: Loss = 0.4969
2025-04-11 18:42:13,256 [INFO] Epoch 4, Batch 69: Loss = 0.5616
2025-04-11 18:42:13,585 [INFO] Epoch 4, Batch 70: Loss = 0.6429
2025-04-11 18:42:13,992 [INFO] Epoch 4, Batch 71: Loss = 0.5210
2025-04-11 18:42:14,319 [INFO] Epoch 4, Batch 72: Loss = 0.4392
2025-04-11 18:42:16,007 [INFO] Epoch 4, Batch 73: Loss = 0.4434
2025-04-11 18:42:16,550 [INFO] Epoch 4, Batch 74: Loss = 0.6973
2025-04-11 18:42:16,991 [INFO] Epoch 4, Batch 75: Loss = 0.5360
2025-04-11 18:42:17,438 [INFO] Epoch 4, Batch 76: Loss = 0.6492
2025-04-11 18:42:17,703 [INFO] Epoch 4, Batch 77: Loss = 0.5592
2025-04-11 18:42:18,182 [INFO] Epoch 4, Batch 78: Loss = 0.6260
2025-04-11 18:42:18,284 [INFO] Epoch 4, Batch 79: Loss = 0.6227
2025-04-11 18:42:18,598 [INFO] Epoch 4, Batch 80: Loss = 0.5395
2025-04-11 18:42:19,038 [INFO] Epoch 4, Batch 81: Loss = 0.6340
2025-04-11 18:42:19,329 [INFO] Epoch 4, Batch 82: Loss = 0.5808
2025-04-11 18:42:19,825 [INFO] Epoch 4, Batch 83: Loss = 0.3915
2025-04-11 18:42:20,211 [INFO] Epoch 4, Batch 84: Loss = 0.3278
2025-04-11 18:42:20,607 [INFO] Epoch 4, Batch 85: Loss = 0.6935
2025-04-11 18:42:21,102 [INFO] Epoch 4, Batch 86: Loss = 0.4718
2025-04-11 18:42:21,370 [INFO] Epoch 4, Batch 87: Loss = 0.6064
2025-04-11 18:42:21,723 [INFO] Epoch 4, Batch 88: Loss = 0.4588
2025-04-11 18:42:22,215 [INFO] Epoch 4, Batch 89: Loss = 0.3745
2025-04-11 18:42:23,496 [INFO] Epoch 4, Batch 90: Loss = 0.4233
2025-04-11 18:42:23,954 [INFO] Epoch 4, Batch 91: Loss = 0.6680
2025-04-11 18:42:24,112 [INFO] Epoch 4, Batch 92: Loss = 0.6420
2025-04-11 18:42:24,584 [INFO] Epoch 4, Batch 93: Loss = 0.3296
2025-04-11 18:42:24,864 [INFO] Epoch 4, Batch 94: Loss = 0.6524
2025-04-11 18:42:25,525 [INFO] Epoch 4, Batch 95: Loss = 0.3987
2025-04-11 18:42:26,081 [INFO] Epoch 4, Batch 96: Loss = 0.2764
2025-04-11 18:42:26,171 [INFO] Epoch 4, Batch 97: Loss = 0.6555
2025-04-11 18:42:26,505 [INFO] Epoch 4, Batch 98: Loss = 0.4648
2025-04-11 18:42:26,925 [INFO] Epoch 4, Batch 99: Loss = 0.4022
2025-04-11 18:42:27,358 [INFO] Epoch 4, Batch 100: Loss = 0.6505
2025-04-11 18:42:27,462 [INFO] Epoch 4, Batch 101: Loss = 0.5781
2025-04-11 18:42:27,835 [INFO] Epoch 4, Batch 102: Loss = 0.6264
2025-04-11 18:42:28,130 [INFO] Epoch 4, Batch 103: Loss = 0.2394
2025-04-11 18:42:28,130 [INFO] Epoch 4: Avg Loss = 0.5079, Time: 46.97s
2025-04-11 18:42:41,350 [INFO] Epoch 4: auROC = 0.7995, Accuracy = 0.7676
2025-04-11 18:42:41,557 [INFO] Epoch 5, Batch 1: Loss = 0.5920
2025-04-11 18:42:41,908 [INFO] Epoch 5, Batch 2: Loss = 0.5986
2025-04-11 18:42:42,417 [INFO] Epoch 5, Batch 3: Loss = 0.6240
2025-04-11 18:42:42,686 [INFO] Epoch 5, Batch 4: Loss = 0.5482
2025-04-11 18:42:43,169 [INFO] Epoch 5, Batch 5: Loss = 0.6510
2025-04-11 18:42:43,609 [INFO] Epoch 5, Batch 6: Loss = 0.4870
2025-04-11 18:42:43,808 [INFO] Epoch 5, Batch 7: Loss = 0.6485
2025-04-11 18:42:44,243 [INFO] Epoch 5, Batch 8: Loss = 0.4545
2025-04-11 18:42:44,795 [INFO] Epoch 5, Batch 9: Loss = 0.2802
2025-04-11 18:42:45,297 [INFO] Epoch 5, Batch 10: Loss = 0.4537
2025-04-11 18:42:45,411 [INFO] Epoch 5, Batch 11: Loss = 0.6052
2025-04-11 18:42:45,762 [INFO] Epoch 5, Batch 12: Loss = 0.6449
2025-04-11 18:42:46,224 [INFO] Epoch 5, Batch 13: Loss = 0.6538
2025-04-11 18:42:46,531 [INFO] Epoch 5, Batch 14: Loss = 0.6027
2025-04-11 18:42:46,997 [INFO] Epoch 5, Batch 15: Loss = 0.4107
2025-04-11 18:42:47,080 [INFO] Epoch 5, Batch 16: Loss = 0.6177
2025-04-11 18:42:47,302 [INFO] Epoch 5, Batch 17: Loss = 0.6409
2025-04-11 18:42:47,649 [INFO] Epoch 5, Batch 18: Loss = 0.6738
2025-04-11 18:42:47,950 [INFO] Epoch 5, Batch 19: Loss = 0.6061
2025-04-11 18:42:48,383 [INFO] Epoch 5, Batch 20: Loss = 0.2923
2025-04-11 18:42:48,700 [INFO] Epoch 5, Batch 21: Loss = 0.5813
2025-04-11 18:42:49,143 [INFO] Epoch 5, Batch 22: Loss = 0.3561
2025-04-11 18:42:50,403 [INFO] Epoch 5, Batch 23: Loss = 0.4329
2025-04-11 18:42:50,817 [INFO] Epoch 5, Batch 24: Loss = 0.6520
2025-04-11 18:42:51,096 [INFO] Epoch 5, Batch 25: Loss = 0.6262
2025-04-11 18:42:51,519 [INFO] Epoch 5, Batch 26: Loss = 0.5008
2025-04-11 18:42:52,060 [INFO] Epoch 5, Batch 27: Loss = 0.6454
2025-04-11 18:42:52,654 [INFO] Epoch 5, Batch 28: Loss = 0.3030
2025-04-11 18:42:53,008 [INFO] Epoch 5, Batch 29: Loss = 0.6244
2025-04-11 18:42:53,308 [INFO] Epoch 5, Batch 30: Loss = 0.4732
2025-04-11 18:42:53,641 [INFO] Epoch 5, Batch 31: Loss = 0.6658
2025-04-11 18:42:53,942 [INFO] Epoch 5, Batch 32: Loss = 0.4939
2025-04-11 18:42:54,642 [INFO] Epoch 5, Batch 33: Loss = 0.3372
2025-04-11 18:42:56,411 [INFO] Epoch 5, Batch 34: Loss = 0.3743
2025-04-11 18:42:57,336 [INFO] Epoch 5, Batch 35: Loss = 0.3765
2025-04-11 18:42:57,661 [INFO] Epoch 5, Batch 36: Loss = 0.6315
2025-04-11 18:42:58,193 [INFO] Epoch 5, Batch 37: Loss = 0.6708
2025-04-11 18:42:58,459 [INFO] Epoch 5, Batch 38: Loss = 0.7232
2025-04-11 18:42:58,910 [INFO] Epoch 5, Batch 39: Loss = 0.5471
2025-04-11 18:42:59,198 [INFO] Epoch 5, Batch 40: Loss = 0.4975
2025-04-11 18:42:59,734 [INFO] Epoch 5, Batch 41: Loss = 0.3955
2025-04-11 18:42:59,883 [INFO] Epoch 5, Batch 42: Loss = 0.5023
2025-04-11 18:43:00,352 [INFO] Epoch 5, Batch 43: Loss = 0.2327
2025-04-11 18:43:00,481 [INFO] Epoch 5, Batch 44: Loss = 0.6196
2025-04-11 18:43:00,845 [INFO] Epoch 5, Batch 45: Loss = 0.2502
2025-04-11 18:43:01,114 [INFO] Epoch 5, Batch 46: Loss = 0.6232
2025-04-11 18:43:01,716 [INFO] Epoch 5, Batch 47: Loss = 0.6621
2025-04-11 18:43:01,997 [INFO] Epoch 5, Batch 48: Loss = 0.4067
2025-04-11 18:43:02,390 [INFO] Epoch 5, Batch 49: Loss = 0.4677
2025-04-11 18:43:02,817 [INFO] Epoch 5, Batch 50: Loss = 0.6356
2025-04-11 18:43:03,473 [INFO] Epoch 5, Batch 51: Loss = 0.3247
2025-04-11 18:43:04,092 [INFO] Epoch 5, Batch 52: Loss = 0.6564
2025-04-11 18:43:04,479 [INFO] Epoch 5, Batch 53: Loss = 0.4879
2025-04-11 18:43:04,995 [INFO] Epoch 5, Batch 54: Loss = 0.5679
2025-04-11 18:43:06,187 [INFO] Epoch 5, Batch 55: Loss = 0.3370
2025-04-11 18:43:06,515 [INFO] Epoch 5, Batch 56: Loss = 0.6580
2025-04-11 18:43:06,886 [INFO] Epoch 5, Batch 57: Loss = 0.6283
2025-04-11 18:43:07,279 [INFO] Epoch 5, Batch 58: Loss = 0.4584
2025-04-11 18:43:08,191 [INFO] Epoch 5, Batch 59: Loss = 0.4315
2025-04-11 18:43:08,678 [INFO] Epoch 5, Batch 60: Loss = 0.6865
2025-04-11 18:43:09,252 [INFO] Epoch 5, Batch 61: Loss = 0.4668
2025-04-11 18:43:10,026 [INFO] Epoch 5, Batch 62: Loss = 0.4775
2025-04-11 18:43:10,337 [INFO] Epoch 5, Batch 63: Loss = 0.3546
2025-04-11 18:43:10,914 [INFO] Epoch 5, Batch 64: Loss = 0.7023
2025-04-11 18:43:11,392 [INFO] Epoch 5, Batch 65: Loss = 0.3761
2025-04-11 18:43:11,491 [INFO] Epoch 5, Batch 66: Loss = 0.6460
2025-04-11 18:43:11,984 [INFO] Epoch 5, Batch 67: Loss = 0.2944
2025-04-11 18:43:12,425 [INFO] Epoch 5, Batch 68: Loss = 0.3223
2025-04-11 18:43:12,875 [INFO] Epoch 5, Batch 69: Loss = 0.3887
2025-04-11 18:43:13,246 [INFO] Epoch 5, Batch 70: Loss = 0.5118
2025-04-11 18:43:13,715 [INFO] Epoch 5, Batch 71: Loss = 0.6447
2025-04-11 18:43:13,918 [INFO] Epoch 5, Batch 72: Loss = 0.4680
2025-04-11 18:43:14,318 [INFO] Epoch 5, Batch 73: Loss = 0.3718
2025-04-11 18:43:14,721 [INFO] Epoch 5, Batch 74: Loss = 0.6538
2025-04-11 18:43:15,118 [INFO] Epoch 5, Batch 75: Loss = 0.6378
2025-04-11 18:43:15,513 [INFO] Epoch 5, Batch 76: Loss = 0.6288
2025-04-11 18:43:16,018 [INFO] Epoch 5, Batch 77: Loss = 0.6612
2025-04-11 18:43:16,537 [INFO] Epoch 5, Batch 78: Loss = 0.6113
2025-04-11 18:43:16,915 [INFO] Epoch 5, Batch 79: Loss = 0.6545
2025-04-11 18:43:17,048 [INFO] Epoch 5, Batch 80: Loss = 0.6350
2025-04-11 18:43:17,594 [INFO] Epoch 5, Batch 81: Loss = 0.4203
2025-04-11 18:43:18,105 [INFO] Epoch 5, Batch 82: Loss = 0.6438
2025-04-11 18:43:18,728 [INFO] Epoch 5, Batch 83: Loss = 0.6546
2025-04-11 18:43:19,114 [INFO] Epoch 5, Batch 84: Loss = 0.6738
2025-04-11 18:43:19,628 [INFO] Epoch 5, Batch 85: Loss = 0.4650
2025-04-11 18:43:19,936 [INFO] Epoch 5, Batch 86: Loss = 0.4423
2025-04-11 18:43:20,317 [INFO] Epoch 5, Batch 87: Loss = 0.6100
2025-04-11 18:43:20,800 [INFO] Epoch 5, Batch 88: Loss = 0.4106
2025-04-11 18:43:21,077 [INFO] Epoch 5, Batch 89: Loss = 0.4423
2025-04-11 18:43:21,441 [INFO] Epoch 5, Batch 90: Loss = 0.4210
2025-04-11 18:43:21,901 [INFO] Epoch 5, Batch 91: Loss = 0.2319
2025-04-11 18:43:21,990 [INFO] Epoch 5, Batch 92: Loss = 0.6098
2025-04-11 18:43:22,271 [INFO] Epoch 5, Batch 93: Loss = 0.5982
2025-04-11 18:43:22,416 [INFO] Epoch 5, Batch 94: Loss = 0.5852
2025-04-11 18:43:22,580 [INFO] Epoch 5, Batch 95: Loss = 0.5066
2025-04-11 18:43:23,316 [INFO] Epoch 5, Batch 96: Loss = 0.3441
2025-04-11 18:43:23,792 [INFO] Epoch 5, Batch 97: Loss = 0.4842
2025-04-11 18:43:24,162 [INFO] Epoch 5, Batch 98: Loss = 0.5286
2025-04-11 18:43:24,370 [INFO] Epoch 5, Batch 99: Loss = 0.7103
2025-04-11 18:43:24,691 [INFO] Epoch 5, Batch 100: Loss = 0.5011
2025-04-11 18:43:25,348 [INFO] Epoch 5, Batch 101: Loss = 0.3808
2025-04-11 18:43:25,673 [INFO] Epoch 5, Batch 102: Loss = 0.6794
2025-04-11 18:43:25,735 [INFO] Epoch 5, Batch 103: Loss = 0.7010
2025-04-11 18:43:25,735 [INFO] Epoch 5: Avg Loss = 0.5084, Time: 44.38s
2025-04-11 18:43:39,306 [INFO] Epoch 5: auROC = 0.7955, Accuracy = 0.7667
2025-04-11 18:43:39,626 [INFO] Epoch 6, Batch 1: Loss = 0.6240
2025-04-11 18:43:40,009 [INFO] Epoch 6, Batch 2: Loss = 0.3244
2025-04-11 18:43:40,644 [INFO] Epoch 6, Batch 3: Loss = 0.4008
2025-04-11 18:43:41,097 [INFO] Epoch 6, Batch 4: Loss = 0.4522
2025-04-11 18:43:41,624 [INFO] Epoch 6, Batch 5: Loss = 0.4966
2025-04-11 18:43:42,096 [INFO] Epoch 6, Batch 6: Loss = 0.5810
2025-04-11 18:43:42,284 [INFO] Epoch 6, Batch 7: Loss = 0.6518
2025-04-11 18:43:42,728 [INFO] Epoch 6, Batch 8: Loss = 0.3285
2025-04-11 18:43:43,004 [INFO] Epoch 6, Batch 9: Loss = 0.4822
2025-04-11 18:43:43,278 [INFO] Epoch 6, Batch 10: Loss = 0.5874
2025-04-11 18:43:43,639 [INFO] Epoch 6, Batch 11: Loss = 0.6328
2025-04-11 18:43:44,069 [INFO] Epoch 6, Batch 12: Loss = 0.5815
2025-04-11 18:43:44,392 [INFO] Epoch 6, Batch 13: Loss = 0.5022
2025-04-11 18:43:44,880 [INFO] Epoch 6, Batch 14: Loss = 0.5521
2025-04-11 18:43:45,577 [INFO] Epoch 6, Batch 15: Loss = 0.2253
2025-04-11 18:43:46,606 [INFO] Epoch 6, Batch 16: Loss = 0.4678
2025-04-11 18:43:46,917 [INFO] Epoch 6, Batch 17: Loss = 0.6175
2025-04-11 18:43:47,429 [INFO] Epoch 6, Batch 18: Loss = 0.3790
2025-04-11 18:43:47,883 [INFO] Epoch 6, Batch 19: Loss = 0.6722
2025-04-11 18:43:48,153 [INFO] Epoch 6, Batch 20: Loss = 0.6107
2025-04-11 18:43:48,629 [INFO] Epoch 6, Batch 21: Loss = 0.6577
2025-04-11 18:43:49,049 [INFO] Epoch 6, Batch 22: Loss = 0.6197
2025-04-11 18:43:49,395 [INFO] Epoch 6, Batch 23: Loss = 0.5267
2025-04-11 18:43:49,984 [INFO] Epoch 6, Batch 24: Loss = 0.4804
2025-04-11 18:43:50,291 [INFO] Epoch 6, Batch 25: Loss = 0.6329
2025-04-11 18:43:50,603 [INFO] Epoch 6, Batch 26: Loss = 0.4488
2025-04-11 18:43:50,968 [INFO] Epoch 6, Batch 27: Loss = 0.6357
2025-04-11 18:43:51,124 [INFO] Epoch 6, Batch 28: Loss = 0.7099
2025-04-11 18:43:52,248 [INFO] Epoch 6, Batch 29: Loss = 0.4425
2025-04-11 18:43:52,730 [INFO] Epoch 6, Batch 30: Loss = 0.4552
2025-04-11 18:43:53,079 [INFO] Epoch 6, Batch 31: Loss = 0.6371
2025-04-11 18:43:53,627 [INFO] Epoch 6, Batch 32: Loss = 0.6023
2025-04-11 18:43:54,255 [INFO] Epoch 6, Batch 33: Loss = 0.2938
2025-04-11 18:43:54,636 [INFO] Epoch 6, Batch 34: Loss = 0.6763
2025-04-11 18:43:55,217 [INFO] Epoch 6, Batch 35: Loss = 0.5647
2025-04-11 18:43:55,538 [INFO] Epoch 6, Batch 36: Loss = 0.5261
2025-04-11 18:43:55,961 [INFO] Epoch 6, Batch 37: Loss = 0.6283
2025-04-11 18:43:56,507 [INFO] Epoch 6, Batch 38: Loss = 0.4344
2025-04-11 18:43:56,927 [INFO] Epoch 6, Batch 39: Loss = 0.6371
2025-04-11 18:43:58,431 [INFO] Epoch 6, Batch 40: Loss = 0.4589
2025-04-11 18:43:59,016 [INFO] Epoch 6, Batch 41: Loss = 0.4653
2025-04-11 18:43:59,163 [INFO] Epoch 6, Batch 42: Loss = 0.5233
2025-04-11 18:43:59,462 [INFO] Epoch 6, Batch 43: Loss = 0.5851
2025-04-11 18:43:59,947 [INFO] Epoch 6, Batch 44: Loss = 0.3562
2025-04-11 18:44:00,883 [INFO] Epoch 6, Batch 45: Loss = 0.2759
2025-04-11 18:44:01,208 [INFO] Epoch 6, Batch 46: Loss = 0.5888
2025-04-11 18:44:01,605 [INFO] Epoch 6, Batch 47: Loss = 0.4285
2025-04-11 18:44:02,128 [INFO] Epoch 6, Batch 48: Loss = 0.3965
2025-04-11 18:44:02,394 [INFO] Epoch 6, Batch 49: Loss = 0.4985
2025-04-11 18:44:02,775 [INFO] Epoch 6, Batch 50: Loss = 0.5402
2025-04-11 18:44:03,080 [INFO] Epoch 6, Batch 51: Loss = 0.6135
2025-04-11 18:44:03,349 [INFO] Epoch 6, Batch 52: Loss = 0.6180
2025-04-11 18:44:03,722 [INFO] Epoch 6, Batch 53: Loss = 0.5868
2025-04-11 18:44:03,950 [INFO] Epoch 6, Batch 54: Loss = 0.5779
2025-04-11 18:44:04,590 [INFO] Epoch 6, Batch 55: Loss = 0.4546
2025-04-11 18:44:04,958 [INFO] Epoch 6, Batch 56: Loss = 0.5637
2025-04-11 18:44:05,242 [INFO] Epoch 6, Batch 57: Loss = 0.6104
2025-04-11 18:44:05,748 [INFO] Epoch 6, Batch 58: Loss = 0.3218
2025-04-11 18:44:06,185 [INFO] Epoch 6, Batch 59: Loss = 0.3128
2025-04-11 18:44:06,607 [INFO] Epoch 6, Batch 60: Loss = 0.6089
2025-04-11 18:44:07,236 [INFO] Epoch 6, Batch 61: Loss = 0.4510
2025-04-11 18:44:07,732 [INFO] Epoch 6, Batch 62: Loss = 0.3323
2025-04-11 18:44:08,179 [INFO] Epoch 6, Batch 63: Loss = 0.4303
2025-04-11 18:44:08,279 [INFO] Epoch 6, Batch 64: Loss = 0.5858
2025-04-11 18:44:08,897 [INFO] Epoch 6, Batch 65: Loss = 0.6574
2025-04-11 18:44:09,198 [INFO] Epoch 6, Batch 66: Loss = 0.5770
2025-04-11 18:44:09,312 [INFO] Epoch 6, Batch 67: Loss = 0.6112
2025-04-11 18:44:10,951 [INFO] Epoch 6, Batch 68: Loss = 0.4791
2025-04-11 18:44:11,363 [INFO] Epoch 6, Batch 69: Loss = 0.3355
2025-04-11 18:44:11,910 [INFO] Epoch 6, Batch 70: Loss = 0.4460
2025-04-11 18:44:12,222 [INFO] Epoch 6, Batch 71: Loss = 0.5108
2025-04-11 18:44:12,474 [INFO] Epoch 6, Batch 72: Loss = 0.6225
2025-04-11 18:44:12,718 [INFO] Epoch 6, Batch 73: Loss = 0.6406
2025-04-11 18:44:13,038 [INFO] Epoch 6, Batch 74: Loss = 0.4862
2025-04-11 18:44:13,494 [INFO] Epoch 6, Batch 75: Loss = 0.4841
2025-04-11 18:44:13,957 [INFO] Epoch 6, Batch 76: Loss = 0.4148
2025-04-11 18:44:14,550 [INFO] Epoch 6, Batch 77: Loss = 0.6628
2025-04-11 18:44:14,911 [INFO] Epoch 6, Batch 78: Loss = 0.5889
2025-04-11 18:44:15,236 [INFO] Epoch 6, Batch 79: Loss = 0.4102
2025-04-11 18:44:15,640 [INFO] Epoch 6, Batch 80: Loss = 0.6253
2025-04-11 18:44:15,990 [INFO] Epoch 6, Batch 81: Loss = 0.5211
2025-04-11 18:44:16,397 [INFO] Epoch 6, Batch 82: Loss = 0.5365
2025-04-11 18:44:16,792 [INFO] Epoch 6, Batch 83: Loss = 0.4916
2025-04-11 18:44:17,075 [INFO] Epoch 6, Batch 84: Loss = 0.5803
2025-04-11 18:44:17,598 [INFO] Epoch 6, Batch 85: Loss = 0.3698
2025-04-11 18:44:17,906 [INFO] Epoch 6, Batch 86: Loss = 0.4534
2025-04-11 18:44:18,396 [INFO] Epoch 6, Batch 87: Loss = 0.5547
2025-04-11 18:44:18,536 [INFO] Epoch 6, Batch 88: Loss = 0.6090
2025-04-11 18:44:18,639 [INFO] Epoch 6, Batch 89: Loss = 0.6944
2025-04-11 18:44:19,194 [INFO] Epoch 6, Batch 90: Loss = 0.6961
2025-04-11 18:44:19,603 [INFO] Epoch 6, Batch 91: Loss = 0.3670
2025-04-11 18:44:19,879 [INFO] Epoch 6, Batch 92: Loss = 0.5555
2025-04-11 18:44:19,961 [INFO] Epoch 6, Batch 93: Loss = 0.6576
2025-04-11 18:44:20,522 [INFO] Epoch 6, Batch 94: Loss = 0.4867
2025-04-11 18:44:20,641 [INFO] Epoch 6, Batch 95: Loss = 0.6873
2025-04-11 18:44:21,101 [INFO] Epoch 6, Batch 96: Loss = 0.3238
2025-04-11 18:44:21,505 [INFO] Epoch 6, Batch 97: Loss = 0.5235
2025-04-11 18:44:21,995 [INFO] Epoch 6, Batch 98: Loss = 0.5679
2025-04-11 18:44:22,377 [INFO] Epoch 6, Batch 99: Loss = 0.5317
2025-04-11 18:44:23,056 [INFO] Epoch 6, Batch 100: Loss = 0.3379
2025-04-11 18:44:23,461 [INFO] Epoch 6, Batch 101: Loss = 0.6311
2025-04-11 18:44:23,784 [INFO] Epoch 6, Batch 102: Loss = 0.4853
2025-04-11 18:44:23,837 [INFO] Epoch 6, Batch 103: Loss = 0.5963
2025-04-11 18:44:23,837 [INFO] Epoch 6: Avg Loss = 0.5080, Time: 44.53s
2025-04-11 18:44:36,376 [INFO] Epoch 6: auROC = 0.8048, Accuracy = 0.7739
2025-04-11 18:44:36,381 [INFO] New best model saved (AUC: 0.8048)
2025-04-11 18:44:36,748 [INFO] Epoch 7, Batch 1: Loss = 0.6281
2025-04-11 18:44:37,258 [INFO] Epoch 7, Batch 2: Loss = 0.4080
2025-04-11 18:44:38,207 [INFO] Epoch 7, Batch 3: Loss = 0.2573
2025-04-11 18:44:38,688 [INFO] Epoch 7, Batch 4: Loss = 0.6867
2025-04-11 18:44:39,013 [INFO] Epoch 7, Batch 5: Loss = 0.4737
